geneid,probe,score,numerator,denominator,fold-change,qval,gds,type
g49330,240080_at,0.894,47.025,52.61,1.372,61.785,4135,up
g16161,206714_at,0.894,20.492,22.926,1.955,61.785,4135,up
g52156,242906_at,0.894,19.092,21.36,1.472,61.785,4135,up
g2108,1555162_at,0.894,9.975,11.161,2.33,61.785,4135,up
g874,1553459_at,0.894,27.483,30.752,2.264,61.785,4135,up
g32486,223207_x_at,0.894,46.483,52.015,1.323,61.785,4135,up
g49518,240268_at,0.894,42.983,48.101,1.717,61.785,4135,up
g45548,236298_at,0.894,31.5,35.251,1.44,61.785,4135,up
g34347,225089_at,0.894,23.258,26.028,1.228,61.785,4135,up
g2724,1555998_at,0.894,35.717,39.973,1.545,61.785,4135,up
g34767,225509_at,0.894,41.275,46.194,1.196,61.785,4135,up
g29398,220113_x_at,0.893,716.442,801.922,1.459,61.785,4135,up
g1191,1553900_s_at,0.893,23.65,26.472,1.535,61.785,4135,up
g30521,221237_s_at,0.893,22.817,25.541,1.555,61.785,4135,up
g5474,1560656_at,0.893,18.958,21.222,2.063,61.785,4135,up
g20294,210926_at,0.893,22.083,24.723,1.462,61.785,4135,up
g33340,224065_at,0.893,10.55,11.812,1.974,61.785,4135,up
g26519,217231_s_at,0.893,18.783,21.032,1.689,61.785,4135,up
g746,1553295_at,0.893,11.775,13.184,2.166,61.785,4135,up
g41378,232123_at,0.893,9.592,10.74,1.545,61.785,4135,up
g26397,217108_at,0.893,2.533,2.837,1.502,61.785,4135,up
g49267,240017_at,0.893,17.275,19.345,1.643,61.785,4135,up
g50546,241296_at,0.893,10.033,11.236,1.842,61.785,4135,up
g52017,242767_at,0.893,16.125,18.058,1.635,61.785,4135,up
g7504,1564166_s_at,0.893,24.833,27.81,1.563,61.785,4135,up
g51352,242102_at,0.893,15.308,17.145,1.968,61.785,4135,up
g2229,1555315_a_at,0.893,23.108,25.882,3.779,61.785,4135,up
g48810,239560_at,0.893,19.517,21.859,1.439,61.785,4135,up
g31983,222703_s_at,0.893,12.908,14.459,1.824,61.785,4135,up
g40992,231737_at,0.893,8.867,9.933,1.793,61.785,4135,up
g11376,201927_s_at,0.893,43.792,49.059,1.449,61.785,4135,up
g51179,241929_at,0.893,14.467,16.207,1.33,61.785,4135,up
g18872,209458_x_at,0.893,40.958,45.887,1.425,61.785,4135,up
g44666,235416_at,0.893,14.542,16.292,1.759,61.785,4135,up
g50557,241307_at,0.892,9.775,10.953,2.011,61.785,4135,up
g38995,229740_at,0.892,21.175,23.727,1.483,61.785,4135,up
g31420,222139_at,0.892,28.392,31.819,1.332,61.785,4135,up
g20621,211267_at,0.892,18.917,21.201,3.191,61.785,4135,up
g43253,234002_at,0.892,1.492,1.672,1.5,61.785,4135,up
g4270,1558552_s_at,0.892,13.625,15.276,1.77,61.785,4135,up
g5370,1560475_at,0.892,14.45,16.202,2.035,61.785,4135,up
g12324,202875_s_at,0.892,14.125,15.838,1.604,61.785,4135,up
g733,1553275_s_at,0.892,29.025,32.546,1.472,61.785,4135,up
g37335,228080_at,0.892,28.333,31.772,1.38,61.785,4135,up
g1092,1553755_at,0.892,29.833,33.456,2.218,61.785,4135,up
g51003,241753_at,0.892,15.575,17.466,1.581,61.785,4135,up
g14857,205409_at,0.892,16.425,18.42,1.537,61.785,4135,up
g2776,1556082_a_at,0.892,21.608,24.237,1.358,61.785,4135,up
g51004,241754_at,0.892,20.533,23.031,1.65,61.785,4135,up
g44031,234781_at,0.891,19.15,21.481,1.571,61.785,4135,up
g43262,234011_at,0.891,20.067,22.51,1.499,61.785,4135,up
g38724,229469_at,0.891,49.817,55.884,1.703,61.785,4135,up
g9435,1569785_at,0.891,7.258,8.143,2.073,61.785,4135,up
g2206,1555282_a_at,0.891,2.35,2.637,1.467,61.785,4135,up
g48823,239573_at,0.891,9.283,10.416,1.765,61.785,4135,up
g20072,210687_at,0.891,15.975,17.924,1.529,61.785,4135,up
g5586,1560846_at,0.891,6.233,6.994,2.1,61.785,4135,up
g16202,206755_at,0.891,45.858,51.457,2.061,61.785,4135,up
g52304,243054_at,0.891,24.925,27.969,1.312,61.785,4135,up
g52430,243180_at,0.891,10.1,11.334,1.887,61.785,4135,up
g53140,243890_at,0.891,14.858,16.673,1.277,61.785,4135,up
g44956,235706_at,0.891,42.792,48.024,1.542,61.785,4135,up
g25563,216270_at,0.891,14.975,16.807,3.139,61.785,4135,up
g27691,218405_at,0.891,13.625,15.292,1.735,61.785,4135,up
g20726,211389_x_at,0.891,7.008,7.866,1.619,61.785,4135,up
g7368,1563822_at,0.891,18.283,20.522,1.456,61.785,4135,up
g7047,1563111_a_at,0.891,15.058,16.903,1.523,61.785,4135,up
g3703,1557529_at,0.891,19.333,21.704,1.404,61.785,4135,up
g5596,1560862_at,0.891,23.05,25.88,1.393,61.785,4135,up
g6899,1562908_at,0.891,17.717,19.892,1.54,61.785,4135,up
g22023,212717_at,0.891,64.633,72.576,1.225,61.785,4135,up
g32826,223549_s_at,0.891,19.333,21.71,2.116,61.785,4135,up
g51150,241900_at,0.891,23.725,26.642,1.293,61.785,4135,up
g23771,214471_x_at,0.89,21.258,23.873,1.849,61.785,4135,up
g48109,238859_at,0.89,17.708,19.888,1.561,61.785,4135,up
g51816,242566_at,0.89,7.85,8.816,2.869,61.785,4135,up
g9709,1570219_at,0.89,20.533,23.066,1.436,61.785,4135,up
g17388,207954_at,0.89,31.542,35.433,1.271,61.785,4135,up
g41700,232445_at,0.89,19.625,22.046,1.659,61.785,4135,up
g16614,207167_at,0.89,16.475,18.508,1.676,61.785,4135,up
g49404,240154_at,0.89,19.858,22.31,1.507,61.785,4135,up
g25638,216346_at,0.89,7.292,8.192,3.404,61.785,4135,up
g36531,227275_at,0.89,32.458,36.467,1.627,61.785,4135,up
g8083,1565910_at,0.89,8.783,9.868,2.514,61.785,4135,up
g35476,226219_at,0.89,14.567,16.366,1.482,61.785,4135,up
g4613,1559127_x_at,0.89,81.25,91.291,1.439,61.785,4135,up
g21601,212294_at,0.89,38.8,43.599,1.298,61.785,4135,up
g35628,226371_at,0.89,25.117,28.224,1.253,61.785,4135,up
g5992,1561418_at,0.89,28.692,32.243,1.603,61.785,4135,up
g1125,1553810_a_at,0.89,13.008,14.618,1.504,61.785,4135,up
g1586,1554465_s_at,0.89,15.592,17.521,1.963,61.785,4135,up
g37758,228503_at,0.89,19.467,21.878,1.245,61.785,4135,up
g13347,203899_s_at,0.89,28.075,31.553,1.232,61.785,4135,up
g37860,228605_at,0.89,66.975,75.277,1.351,61.785,4135,up
g15935,206488_s_at,0.89,14.442,16.233,1.77,61.785,4135,up
g46310,237060_at,0.89,13.05,14.669,4.676,61.785,4135,up
g49444,240194_at,0.89,19.342,21.742,1.293,61.785,4135,up
g42883,233631_x_at,0.89,24.158,27.156,1.608,61.785,4135,up
g7489,1564139_at,0.89,19.392,21.799,1.259,61.785,4135,up
g25894,216603_at,0.89,32.417,36.443,4.297,61.785,4135,up
g43142,233891_at,0.89,36.975,41.568,1.457,61.785,4135,up
g19691,210290_at,0.889,13.3,14.953,1.471,61.785,4135,up
g31207,221926_s_at,0.889,3.7,4.16,1.825,61.785,4135,up
g1953,1554948_at,0.889,27.025,30.385,1.495,61.785,4135,up
g25957,216666_at,0.889,23.125,26.001,1.605,61.785,4135,up
g49792,240542_at,0.889,16.25,18.272,1.375,61.785,4135,up
g54075,244824_at,0.889,19.033,21.402,1.465,61.785,4135,up
g4269,1558549_s_at,0.889,18.792,21.133,2.663,61.785,4135,up
g16850,207406_at,0.889,11.483,12.914,1.892,61.785,4135,up
g40275,231020_at,0.889,20.9,23.504,1.7,61.785,4135,up
g24195,214899_at,0.889,16.867,18.969,1.806,61.785,4135,up
g34849,225591_at,0.889,32.717,36.795,1.366,61.785,4135,up
g1890,1554864_a_at,0.889,33.725,37.938,1.626,61.785,4135,up
g16270,206823_at,0.889,25.475,28.659,2.227,61.785,4135,up
g29516,220231_at,0.889,20.083,22.598,1.453,61.785,4135,up
g9422,1569768_at,0.889,18.383,20.685,1.386,61.785,4135,up
g52245,242995_at,0.889,57.917,65.168,1.47,61.785,4135,up
g12535,203085_s_at,0.889,7.875,8.861,1.888,61.785,4135,up
g24982,215688_at,0.889,24.392,27.45,1.556,61.785,4135,up
g24136,214840_at,0.888,4.75,5.347,1.557,61.785,4135,up
g5823,1561192_at,0.888,20.2,22.738,1.682,61.785,4135,up
g45565,236315_at,0.888,16.492,18.564,1.433,61.785,4135,up
g23057,213756_s_at,0.888,14.642,16.482,2.356,61.785,4135,up
g53431,244180_at,0.888,19.933,22.439,1.163,61.785,4135,up
g9241,1569473_s_at,0.888,4.2,4.728,1.533,61.785,4135,up
g46125,236875_at,0.888,16.575,18.659,1.26,61.785,4135,up
g34339,225081_s_at,0.888,27.542,31.005,1.281,61.785,4135,up
g51026,241776_at,0.888,25.7,28.935,1.964,61.785,4135,up
g44008,234758_at,0.888,36.417,41.001,1.534,61.785,4135,up
g37604,228349_at,0.888,47.358,53.321,1.362,61.785,4135,up
g23773,214473_x_at,0.888,33.858,38.125,1.166,61.785,4135,up
g43218,233967_at,0.888,19.125,21.536,1.396,61.785,4135,up
g8900,1568859_a_at,0.888,13.358,15.043,1.55,61.785,4135,up
g45109,235859_at,0.888,32.292,36.366,1.779,61.785,4135,up
g40848,231593_at,0.888,29.725,33.481,1.815,61.785,4135,up
g18645,209230_s_at,0.888,27.542,31.022,1.458,61.785,4135,up
g3847,1557731_at,0.888,34.883,39.293,1.531,61.785,4135,up
g42795,233543_s_at,0.888,8.65,9.744,2.307,61.785,4135,up
g47172,237922_at,0.888,16.133,18.175,1.882,61.785,4135,up
g9870,1570491_at,0.888,19.792,22.3,1.746,61.785,4135,up
g15697,206250_x_at,0.888,5.575,6.282,1.585,61.785,4135,up
g40645,231390_at,0.888,24.783,27.925,3.26,61.785,4135,up
g5848,1561222_at,0.887,8.483,9.559,2.224,61.785,4135,up
g13405,203957_at,0.887,95.367,107.46,1.632,61.785,4135,up
g26407,217119_s_at,0.887,25.758,29.027,1.948,61.785,4135,up
g27040,217754_at,0.887,26.967,30.39,1.223,61.785,4135,up
g25851,216560_x_at,0.887,1.95,2.198,1.437,61.785,4135,up
g28853,219568_x_at,0.887,13.625,15.357,2.002,61.785,4135,up
g18319,208903_at,0.887,36.825,41.512,1.263,61.785,4135,up
g27670,218384_at,0.887,38.175,43.035,1.618,61.785,4135,up
g50048,240798_at,0.887,75.783,85.447,1.492,61.785,4135,up
g31629,222349_x_at,0.887,16.092,18.146,1.268,61.785,4135,up
g34158,224899_s_at,0.887,30.917,34.864,1.27,61.785,4135,up
g50712,241462_at,0.887,10.425,11.756,2.095,61.785,4135,up
g15133,205685_at,0.887,28.817,32.497,1.481,61.785,4135,up
g44437,235187_s_at,0.887,11.35,12.8,2.322,61.785,4135,up
g24150,214854_at,0.887,4.133,4.661,1.873,61.785,4135,up
g2273,1555367_at,0.887,31.892,35.965,1.758,61.785,4135,up
g39502,230247_at,0.887,6.092,6.87,1.543,61.785,4135,up
g54044,244793_at,0.887,37.583,42.386,1.945,61.785,4135,up
g47829,238579_at,0.887,25.85,29.154,1.476,61.785,4135,up
g29228,219943_s_at,0.887,27.733,31.281,1.563,61.785,4135,up
g33915,224655_at,0.887,83.725,94.442,1.274,61.785,4135,up
g24342,215047_at,0.886,16.4,18.501,1.569,61.785,4135,up
g44190,234940_s_at,0.886,11.35,12.804,1.525,61.785,4135,up
g51107,241857_at,0.886,16.45,18.559,1.501,61.785,4135,up
g25183,215889_at,0.886,15.383,17.356,1.422,61.785,4135,up
g19536,210131_x_at,0.886,33,37.232,1.231,61.785,4135,up
g31331,222050_at,0.886,20.058,22.632,1.637,61.785,4135,up
g942,1553545_at,0.886,9.267,10.458,3.059,61.785,4135,up
g15253,205805_s_at,0.886,53.767,60.68,1.651,61.785,4135,up
g48324,239074_at,0.886,23.817,26.879,1.397,61.785,4135,up
g2320,1555425_x_at,0.886,11.6,13.092,1.549,61.785,4135,up
g3785,1557644_at,0.886,24.275,27.399,1.359,61.785,4135,up
g2619,1555847_a_at,0.886,72.817,82.191,1.347,61.785,4135,up
g52010,242760_x_at,0.886,46.25,52.206,1.658,61.785,4135,up
g45426,236176_at,0.886,2.7,3.048,1.396,61.785,4135,up
g42187,232933_at,0.886,12.633,14.261,3.973,61.785,4135,up
g16521,207074_s_at,0.886,10.717,12.099,1.476,61.785,4135,up
g51586,242336_at,0.886,13.692,15.459,2.175,61.785,4135,up
g24893,215599_at,0.886,227.333,256.682,1.765,61.785,4135,up
g1736,1554664_at,0.886,21.733,24.539,1.575,61.785,4135,up
g35128,225870_s_at,0.886,26.908,30.383,1.256,61.785,4135,up
g6091,1561545_at,0.885,21.792,24.61,1.49,61.785,4135,up
g51656,242406_at,0.885,29.375,33.177,2.102,61.785,4135,up
g39631,230376_at,0.885,18.758,21.187,1.286,61.785,4135,up
g4346,1558683_a_at,0.885,14.825,16.745,1.499,61.785,4135,up
g48307,239057_at,0.885,8.492,9.592,2.075,61.785,4135,up
g8728,1568365_at,0.885,14.483,16.361,1.665,61.785,4135,up
g38454,229199_at,0.885,17.217,19.45,1.509,61.785,4135,up
g10547,201098_at,0.885,22.767,25.72,1.249,61.785,4135,up
g27239,217953_at,0.885,11.317,12.785,1.635,61.785,4135,up
g7740,1564767_at,0.885,49.225,55.621,1.984,61.785,4135,up
g31657,222377_at,0.885,20.558,23.233,1.312,61.785,4135,up
g39951,230696_at,0.885,16.65,18.817,1.518,61.785,4135,up
g9047,1569128_at,0.885,12.917,14.599,1.892,61.785,4135,up
g26143,216852_x_at,0.885,16.092,18.189,2.081,61.785,4135,up
g12268,202819_s_at,0.885,11.625,13.14,1.472,61.785,4135,up
g28583,219298_at,0.885,20.658,23.351,1.495,61.785,4135,up
g50703,241453_at,0.885,14.725,16.645,1.396,61.785,4135,up
g35813,226556_at,0.885,21.183,23.946,1.331,61.785,4135,up
g8854,1568785_a_at,0.885,24.5,27.698,1.893,61.785,4135,up
g51675,242425_at,0.885,20.317,22.969,1.275,61.785,4135,up
g38637,229382_at,0.885,13.842,15.649,1.583,61.785,4135,up
g5005,1559806_at,0.884,32.667,36.934,1.374,61.785,4135,up
g5464,1560637_at,0.884,13.45,15.207,1.603,61.785,4135,up
g21097,211779_x_at,0.884,31.417,35.522,1.207,61.785,4135,up
g40249,230994_at,0.884,7.767,8.782,1.735,61.785,4135,up
g32157,222877_at,0.884,26.633,30.116,1.468,61.785,4135,up
g20458,211093_at,0.884,5.583,6.314,1.859,61.785,4135,up
g15902,206455_s_at,0.884,50.425,57.026,1.498,61.785,4135,up
g3308,1556901_s_at,0.884,13.892,15.713,2.194,61.785,4135,up
g7870,1565557_at,0.884,23.517,26.606,1.376,61.785,4135,up
g54198,34187_at,0.884,31.658,35.818,1.495,61.785,4135,up
g4877,1559585_at,0.884,85.583,96.832,1.848,61.785,4135,up
g50769,241519_at,0.884,8.117,9.184,1.673,61.785,4135,up
g42437,233183_at,0.884,10.625,12.024,2.243,61.785,4135,up
g20549,211187_at,0.884,9.667,10.941,1.66,61.785,4135,up
g45629,236379_at,0.884,90.917,102.903,1.848,61.785,4135,up
g3763,1557613_at,0.884,20.5,23.203,1.385,61.785,4135,up
g12316,202867_s_at,0.883,18.3,20.713,1.343,61.785,4135,up
g24762,215468_at,0.883,24.992,28.288,1.557,61.785,4135,up
g52715,243465_at,0.883,63.125,71.454,1.689,61.785,4135,up
g7650,1564490_at,0.883,41.55,47.035,1.574,61.785,4135,up
g2625,1555855_at,0.883,15.65,17.717,1.776,61.785,4135,up
g20134,210752_s_at,0.883,18.125,20.519,1.39,61.785,4135,up
g6278,1561884_at,0.883,36.708,41.557,1.467,61.785,4135,up
g22989,213688_at,0.883,43.133,48.831,1.229,61.785,4135,up
g24048,214751_at,0.883,21.558,24.407,1.211,61.785,4135,up
g21509,212202_s_at,0.883,42.633,48.271,1.265,61.785,4135,up
g1998,1555004_a_at,0.883,14.408,16.314,1.82,61.785,4135,up
g53430,244179_x_at,0.883,52.35,59.279,1.482,61.785,4135,up
g410,1552829_at,0.883,30.5,34.537,1.359,61.785,4135,up
g552,1553032_at,0.883,4.458,5.049,1.594,61.785,4135,up
g33089,223812_at,0.883,27.85,31.538,1.319,61.785,4135,up
g35626,226369_at,0.883,39.175,44.363,1.223,61.785,4135,up
g25265,215972_at,0.883,26.367,29.859,1.198,61.785,4135,up
g11932,202483_s_at,0.883,27.392,31.023,1.456,61.785,4135,up
g25902,216611_s_at,0.883,11.717,13.271,1.671,61.785,4135,up
g53547,244296_at,0.883,33.75,38.231,1.306,61.785,4135,up
g17890,208471_at,0.883,13.725,15.547,1.496,61.785,4135,up
g26478,217190_x_at,0.883,23.183,26.262,1.95,61.785,4135,up
g37054,227799_at,0.883,2.625,2.974,1.472,61.785,4135,up
g2166,1555234_a_at,0.883,25.192,28.539,1.423,61.785,4135,up
g43757,234507_at,0.883,24.808,28.106,1.829,61.785,4135,up
g3376,1557002_x_at,0.882,29.342,33.25,1.965,61.785,4135,up
g16782,207337_at,0.882,17.575,19.916,1.537,61.785,4135,up
g11696,202247_s_at,0.882,26.367,29.88,1.642,61.785,4135,up
g46864,237614_at,0.882,15.117,17.132,1.759,61.785,4135,up
g46412,237162_at,0.882,20.483,23.215,1.705,61.785,4135,up
g46453,237203_at,0.882,19.808,22.45,1.626,61.785,4135,up
g6700,1562617_at,0.882,31.267,35.437,1.712,61.785,4135,up
g32941,223664_x_at,0.882,14.692,16.652,1.489,61.785,4135,up
g44737,235487_at,0.882,26.725,30.294,1.513,61.785,4135,up
g1991,1554996_at,0.882,7.575,8.587,1.963,61.785,4135,up
g6131,1561600_at,0.882,23.817,26.998,1.52,61.785,4135,up
g32229,222949_at,0.882,18.508,20.984,1.671,61.785,4135,up
g14970,205522_at,0.882,18.192,20.625,1.675,61.785,4135,up
g39986,230731_x_at,0.882,30.792,34.911,1.411,61.785,4135,up
g43885,234635_at,0.882,15.308,17.356,1.694,61.785,4135,up
g18036,208617_s_at,0.882,760.008,861.694,1.51,61.785,4135,up
g8278,1566456_at,0.882,39.692,45.005,1.974,61.785,4135,up
g52816,243566_at,0.882,27.683,31.398,1.646,61.785,4135,up
g18291,208875_s_at,0.882,27.308,30.977,1.353,61.785,4135,up
g43419,234168_at,0.881,11.975,13.585,1.374,61.785,4135,up
g39560,230305_at,0.881,36.458,41.361,1.173,61.785,4135,up
g10354,200905_x_at,0.881,74.533,84.557,1.25,61.785,4135,up
g26310,217019_at,0.881,10.625,12.055,1.475,61.785,4135,up
g22245,212940_at,0.881,14.133,16.035,1.796,61.785,4135,up
g18565,209150_s_at,0.881,21.117,23.962,1.31,61.785,4135,up
g1160,1553859_at,0.881,19.775,22.445,1.644,61.785,4135,up
g31321,222040_at,0.881,30.492,34.61,1.617,61.785,4135,up
g30484,221200_at,0.881,11.358,12.893,2.904,61.785,4135,up
g26332,217041_at,0.881,23.717,26.922,1.52,61.785,4135,up
g51278,242028_at,0.881,18.483,20.983,1.437,61.785,4135,up
g47620,238370_x_at,0.881,86.25,97.93,1.943,61.785,4135,up
g46999,237749_at,0.881,10.042,11.402,1.779,61.785,4135,up
g26756,217470_at,0.881,8.808,10.002,1.552,61.785,4135,up
g6729,1562657_a_at,0.881,28.933,32.857,1.334,61.785,4135,up
g53811,244560_at,0.881,14.283,16.221,1.722,61.785,4135,up
g869,1553453_at,0.88,20.458,23.237,1.296,61.785,4135,up
g41713,232458_at,0.88,92.658,105.246,1.981,61.785,4135,up
g5991,1561417_x_at,0.88,35.967,40.853,1.342,61.785,4135,up
g117,1552415_a_at,0.88,23.458,26.646,1.614,61.785,4135,up
g48329,239079_at,0.88,18.533,21.052,2.022,61.785,4135,up
g1838,1554794_a_at,0.88,9.958,11.312,1.82,61.785,4135,up
g54535,59631_at,0.88,16.367,18.592,1.548,61.785,4135,up
g4194,1558409_at,0.88,15.383,17.476,1.442,61.785,4135,up
g8341,1566569_at,0.88,20.458,23.244,1.592,61.785,4135,up
g41020,231765_at,0.88,22.758,25.858,1.722,61.785,4135,up
g52819,243569_at,0.88,14.908,16.94,1.319,61.785,4135,up
g41510,232255_at,0.88,16.892,19.195,1.786,61.785,4135,up
g26017,216726_at,0.88,4.933,5.606,1.626,61.785,4135,up
g37326,228071_at,0.88,56.592,64.315,1.749,61.785,4135,up
g9492,1569867_at,0.88,32.692,37.157,1.508,61.785,4135,up
g44963,235713_at,0.88,39.667,45.085,1.425,61.785,4135,up
g32401,223122_s_at,0.88,23.225,26.398,1.515,61.785,4135,up
g49677,240427_at,0.88,16.133,18.339,1.519,61.785,4135,up
g51869,242619_x_at,0.88,89.883,102.17,1.443,61.785,4135,up
g7302,1563646_a_at,0.88,26.342,29.943,1.4,61.785,4135,up
g19807,210408_s_at,0.88,19.267,21.901,1.428,61.785,4135,up
g51421,242171_at,0.88,63.025,71.648,1.344,61.785,4135,up
g2458,1555626_a_at,0.88,15.783,17.943,1.87,61.785,4135,up
g21682,212376_s_at,0.88,34.108,38.776,1.447,61.785,4135,up
g4260,1558530_at,0.88,28.908,32.864,2.736,61.785,4135,up
g39407,230152_at,0.88,25.408,28.887,1.451,61.785,4135,up
g5050,1559901_s_at,0.88,12.85,14.61,1.258,61.785,4135,up
g35917,226661_at,0.88,15.958,18.144,1.566,61.785,4135,up
g52221,242971_at,0.88,18.008,20.475,1.431,61.785,4135,up
g50473,241223_x_at,0.88,1349.125,1533.964,1.5,61.785,4135,up
g7684,1564603_at,0.879,18.592,21.139,1.82,61.785,4135,up
g8142,1566101_at,0.879,14.808,16.838,1.835,61.785,4135,up
g14223,204775_at,0.879,19.175,21.804,1.621,61.785,4135,up
g42801,233549_at,0.879,17.042,19.38,1.478,61.785,4135,up
g15115,205667_at,0.879,24.85,28.263,1.252,61.785,4135,up
g5578,1560832_at,0.879,17.767,20.208,1.392,61.785,4135,up
g14289,204841_s_at,0.879,15.292,17.395,1.387,61.785,4135,up
g53390,244139_s_at,0.879,13.958,15.878,1.443,61.785,4135,up
g8038,1565843_s_at,0.879,16.533,18.808,1.324,61.785,4135,up
g3882,1557776_at,0.879,30.492,34.688,1.996,61.785,4135,up
g7140,1563297_s_at,0.879,23.95,27.246,1.664,61.785,4135,up
g19822,210423_s_at,0.879,20.45,23.264,1.357,61.785,4135,up
g35723,226466_s_at,0.879,45.058,51.261,1.208,61.785,4135,up
g42122,232868_at,0.879,12.2,13.88,1.523,61.785,4135,up
g48702,239452_at,0.879,27.775,31.601,1.344,61.785,4135,up
g25023,215729_s_at,0.879,9.092,10.344,1.902,61.785,4135,up
g37383,228128_x_at,0.879,29.325,33.365,1.516,61.785,4135,up
g20498,211133_x_at,0.879,43.575,49.58,1.564,61.785,4135,up
g7240,1563509_at,0.879,30.483,34.684,1.477,61.785,4135,up
g5564,1560803_at,0.879,13.767,15.664,1.578,61.785,4135,up
g53905,244654_at,0.879,73.9,84.087,1.405,61.785,4135,up
g43807,234557_at,0.879,19.008,21.631,1.594,61.785,4135,up
g39726,230471_at,0.879,4.608,5.244,2.102,61.785,4135,up
g43793,234543_at,0.879,16.283,18.531,1.745,61.785,4135,up
g6298,1561912_at,0.879,35.217,40.082,1.567,61.785,4135,up
g36526,227270_at,0.879,20.1,22.877,1.344,61.785,4135,up
g25187,215893_x_at,0.879,20.592,23.437,1.414,61.785,4135,up
g20554,211192_s_at,0.879,12.867,14.645,2.783,61.785,4135,up
g4317,1558630_at,0.879,19.275,21.939,1.618,61.785,4135,up
g3989,1557944_s_at,0.879,18.5,21.058,1.355,61.785,4135,up
g2495,1555681_at,0.879,27.158,30.914,1.537,61.785,4135,up
g33589,224321_at,0.879,4736.783,5391.856,5.599,61.785,4135,up
g20191,210810_s_at,0.878,7.5,8.537,1.804,61.785,4135,up
g8902,1568865_at,0.878,64.133,73.004,1.785,61.785,4135,up
g47079,237829_at,0.878,15.183,17.288,1.627,61.785,4135,up
g3130,1556636_at,0.878,17.725,20.183,1.361,61.785,4135,up
g3793,1557657_a_at,0.878,18.317,20.857,1.285,61.785,4135,up
g26480,217192_s_at,0.878,22.833,26.002,1.523,61.785,4135,up
g35902,226646_at,0.878,28.025,31.916,1.551,61.785,4135,up
g53600,244349_at,0.878,22.425,25.539,1.453,61.785,4135,up
g29732,220447_at,0.878,18.542,21.118,1.618,61.785,4135,up
g46684,237434_x_at,0.878,19.075,21.727,1.516,61.785,4135,up
g8952,1568932_at,0.878,23.483,26.754,1.275,61.785,4135,up
g38532,229277_at,0.878,23.325,26.576,1.567,61.785,4135,up
g7033,1563092_at,0.878,14.708,16.759,1.584,61.785,4135,up
g32697,223419_at,0.878,32.858,37.442,1.305,61.785,4135,up
g37934,228679_at,0.878,44.025,50.171,1.23,61.785,4135,up
g2500,1555689_at,0.877,14.3,16.297,1.655,61.785,4135,up
g5682,1560987_a_at,0.877,13.708,15.623,1.557,61.785,4135,up
g16289,206842_at,0.877,13.075,14.902,1.482,61.785,4135,up
g10963,201514_s_at,0.877,29.433,33.545,1.664,61.785,4135,up
g50786,241536_at,0.877,47.5,54.138,1.614,61.785,4135,up
g46811,237561_x_at,0.877,125.65,143.213,1.815,61.785,4135,up
g41367,232112_at,0.877,7.875,8.976,1.789,61.785,4135,up
g41934,232679_at,0.877,18.475,21.059,1.478,61.785,4135,up
g50578,241328_at,0.877,12,13.679,1.374,61.785,4135,up
g31726,222446_s_at,0.877,28.442,32.421,1.283,61.785,4135,up
g16898,207455_at,0.877,16.458,18.762,1.43,61.785,4135,up
g27164,217878_s_at,0.877,61.5,70.112,1.387,61.785,4135,up
g52041,242791_at,0.877,21.2,24.169,1.609,61.785,4135,up
g44926,235676_at,0.877,15.867,18.089,1.291,61.785,4135,up
g50912,241662_x_at,0.877,81.05,92.401,1.601,61.785,4135,up
g46356,237106_at,0.877,40.758,46.468,1.471,61.785,4135,up
g48282,239032_at,0.877,23.242,26.498,1.565,61.785,4135,up
g29251,219966_x_at,0.877,47.05,53.643,1.226,61.785,4135,up
g28494,219209_at,0.877,16.042,18.29,1.869,61.785,4135,up
g16100,206653_at,0.877,14.408,16.428,1.274,61.785,4135,up
g3402,1557046_x_at,0.877,18.958,21.618,1.526,61.785,4135,up
